HS92,S3
880190,79282
880211,79211
880212,79215
880220,7922
880230,7923
880240,7924
880250,7925
880310,79291
880320,79293
880330,79295
880390,79297
880400,89996
880510,79283
880520,79283
890110,79328
890120,79322
890130,79326
890190,79327
890200,79324
890310,79311
890391,79312
890392,79319
890399,79319
890400,7937
890510,79351
890520,79355
890590,79359
890600,79329
890710,79391
890790,79399
890800,7933
900110,88419
900120,88419
900130,88411
900140,88415
900150,88417
900190,88419
900211,88431
900219,88432
900220,88433
900290,88439
900311,88421
900319,88421
900390,88422
900410,88423
900490,88423
900510,87111
900580,87115
900590,87119
900610,88111
900620,88111
900630,88111
900640,88111
900651,88111
900652,88111
900653,88111
900659,88111
900661,88113
900662,88112
900669,88113
900691,88114
900699,88115
900711,88121
900719,88121
900721,88122
900729,88122
900791,88123
900792,88124
900810,88132
900820,88131
900830,88132
900840,88133
900890,88134
900911,75131
900912,75132
900921,75133
900922,75134
900930,75135
900990,7591
901010,88135
901020,88135
901030,88135
901090,88136
901110,87141
901120,87143
901180,87145
901190,87149
901210,87131
901290,87139
901310,87191
901320,87192
901380,87193
901390,87199
901410,87411
901420,87411
901480,87411
901490,87412
901510,87413
901520,87413
901530,87413
901540,87413
901580,87413
901590,87414
901600,87451
901710,87422
901720,87422
901730,87423
901780,87423
901790,87424
901811,77411
901819,77412
901820,77413
901831,87221
901832,87221
901839,87221
901841,87211
901849,87219
901850,87225
901890,87229
901910,87231
901920,87233
902000,87235
902111,89963
902119,89963
902121,89965
902129,89965
902130,89966
902140,89961
902150,89967
902190,89969
902211,77421
902219,77421
902221,77422
902229,77422
902230,77423
902290,77429
902300,87452
902410,87453
902480,87453
902490,87454
902511,87455
902519,87455
902520,87455
902580,87455
902590,87456
902610,87431
902620,87435
902680,87437
902690,87439
902710,87441
902720,87442
902730,87443
902740,87444
902750,87445
902780,87446
902790,87449
902810,87311
902820,87313
902830,87315
902890,87319
902910,87321
902920,87325
902990,87329
903010,87471
903020,87473
903031,87475
903039,87475
903040,87477
903081,87478
903089,87478
903090,87479
903110,87425
903120,87425
903130,87425
903140,87425
903180,87425
903190,87426
903210,87461
903220,87463
903281,87465
903289,87465
903290,87469
903300,8749
910111,88531
910112,88531
910119,88531
910121,88532
910129,88532
910191,88539
910199,88539
910211,88541
910212,88541
910219,88541
910221,88542
910229,88542
910291,88549
910299,88549
910310,88572
910390,88573
910400,88571
910511,88574
910519,88575
910521,88576
910529,88577
910591,88578
910599,88579
910610,88594
910620,88594
910690,88594
910700,88595
910811,88551
910812,88551
910819,88551
910820,88552
910891,88552
910899,88552
910911,88596
910919,88596
910990,88596
911011,88598
911012,88598
911019,88598
911090,88598
911110,88591
911120,88591
911180,88591
911190,88591
911210,88597
911280,88597
911290,88597
911310,88592
911320,88592
911390,88593
911410,88599
911420,88599
911430,88599
911440,88599
911490,88599
912,03412
919,03412
920110,89813
920120,89813
920190,89813
920210,89815
920290,89815
920300,89821
920410,89822
920420,89822
920510,89823
920590,89823
920600,89824
920710,89825
920790,89826
920810,89829
920890,89829
920910,8989
920920,8989
920930,8989
920991,8989
920992,8989
920993,8989
920994,8989
920999,8989
930100,89112
930200,89114
930310,89131
930320,89131
930330,89131
930390,89131
930400,89139
930510,89191
930521,89193
930529,89195
930590,89199
930610,89121
930621,89122
930629,89123
930630,89124
930690,89129
930700,89113
940110,82111
940120,82112
940130,82114
940140,82115
940150,82113
940161,82116
940169,82116
940171,82117
940179,82117
940180,82118
940190,82119
940210,8724
940290,8724
940310,82131
940320,82139
940330,82151
940340,82153
940350,82155
940360,82159
940370,82171
940380,82179
940390,8218
940410,82121
940421,82123
940429,82125
940430,82127
940490,82129
940510,81311
940520,81313
940530,89441
940540,81315
940550,81317
940560,8132
940591,81391
940592,81392
940599,81399
940600,8110
950100,89421
950210,89422
950291,89423
950299,89423
950310,89424
950320,89424
950330,89424
950341,89425
950349,89425
950350,89426
950360,89427
950370,89429
950380,89429
950390,89429
950410,89431
950420,89433
950430,89435
950440,89437
950490,89439
950510,89445
950590,89449
950611,89473
950612,89473
950619,89473
950621,89474
950629,89474
950631,89475
950632,89475
950639,89475
950640,89479
950651,89476
950659,89476
950661,89479
950662,89479
950669,89479
950670,89472
950691,89478
950699,89479
950710,89471
950720,89471
950730,89471
950790,89471
950800,8946
960110,89911
960190,89911
960200,89919
960310,89972
960321,89972
960329,89972
960330,89972
960340,89972
960350,89972
960390,89972
960400,89981
960500,8313
960610,89983
960621,89983
960622,89983
960629,89983
960630,89984
960711,89985
960719,89985
960720,89986
960810,89521
960820,89521
960831,89521
960839,89521
960840,89521
960850,89521
960860,89521
960891,89522
960899,89521
960910,89523
960920,89523
960990,89523
961000,89592
961100,89593
961210,89594
961220,89594
961310,89933
961320,89933
961330,89933
961380,89933
961390,89935
961410,89936
961420,89937
961490,89937
961511,89989
961519,89989
961590,89989
961610,89987
961620,89982
961700,89997
961800,89988
970110,89611
970190,89612
970200,8962
970300,8963
970400,8964
970500,8965
970600,8966
